text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
as,as,as,as,SCONJ,True,True
to,to,to,to,ADP,True,True
those,those,those,those,DET,True,True
people,people,people,people,NOUN,True,False
who,who,who,who,PRON,True,True
depend,depend,depend,depend,VERB,True,False
on,on,on,on,ADP,True,True
these,these,these,these,DET,True,True
resources,resources,resource,resource,NOUN,True,False
for,for,for,for,ADP,True,True
subsistence,subsistence,subsistence,subsistence,NOUN,True,False
and,and,and,and,CCONJ,True,True
livelihood,livelihood,livelihood,livelihood,NOUN,True,False
.,.,.,.,PUNCT,False,False
Corruption,corruption,corruption,corruption,NOUN,True,False
in,in,in,in,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resource,resource,resource,resource,NOUN,True,False
management,management,management,management,NOUN,True,False
is,is,be,be,AUX,True,True
particularly,particularly,particularly,particularly,ADV,True,False
damaging,damaging,damaging,damaging,ADJ,True,False
for,for,for,for,ADP,True,True
poor,poor,poor,poor,ADJ,True,False
rural,rural,rural,rural,ADJ,True,False
communities,communities,community,community,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
ﬁwhole,ﬁwhole,ﬁwhole,ﬁwhole,PROPN,True,False
communities,communities,community,community,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
people,people,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
suffer,suffer,suffer,suffer,VERB,True,False
from,from,from,from,ADP,True,True
the,the,the,the,DET,True,True
exhaustion,exhaustion,exhaustion,exhaustion,NOUN,True,False
of,of,of,of,ADP,True,True
many,many,many,many,ADJ,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
",",",",",",",",PUNCT,False,False
notably,notably,notably,notably,ADV,True,False
primary,primary,primary,primary,ADJ,True,False
forests,forests,forest,forest,NOUN,True,False
and,and,and,and,CCONJ,True,True
inshore,inshore,inshore,inshore,NOUN,True,False
fishing,fishing,fishing,fishing,NOUN,True,False
grounds.ﬂ8,grounds.ﬂ8,grounds.ﬂ8,grounds.ﬂ8,PROPN,False,False
  ,  ,  ,  ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
also,also,also,also,ADV,True,True
mentions,mentions,mention,mention,VERB,True,False
land,land,land,land,NOUN,True,False
grabbing,grabbing,grab,grab,VERB,True,False
as,as,as,as,SCONJ,True,True
a,a,a,a,DET,True,True
sad,sad,sad,sad,ADJ,True,False
reality,reality,reality,reality,NOUN,True,False
throughout,throughout,throughout,throughout,ADP,True,True
Asia,asia,Asia,asia,PROPN,True,False
",",",",",",",",PUNCT,False,False
where,where,where,where,ADV,True,True
the,the,the,the,DET,True,True
lands,lands,land,land,NOUN,True,False
nities,nities,nitie,nitie,NOUN,True,False
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
illegally,illegally,illegally,illegally,ADV,True,False
seized,seized,seize,seize,VERB,True,False
for,for,for,for,ADP,True,True
government,government,government,government,NOUN,True,False
or,or,or,or,CCONJ,True,True
private,private,private,private,ADJ,True,False
 , , , ,SPACE,False,False
bribery,bribery,bribery,bribery,NOUN,True,False
is,is,be,be,AUX,True,True
all,all,all,all,ADV,True,True
too,too,too,too,ADV,True,True
often,often,often,often,ADV,True,True
involved,involved,involve,involve,VERB,True,False
.,.,.,.,PUNCT,False,False
Lands,lands,land,land,NOUN,True,False
that,that,that,that,PRON,True,True
traditionally,traditionally,traditionally,traditionally,ADV,True,False
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
occupied,occupied,occupy,occupy,VERB,True,False
by,by,by,by,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
are,are,be,be,AUX,True,True
being,being,be,be,AUX,True,True
exploited,exploited,exploit,exploit,VERB,True,False
by,by,by,by,ADP,True,True
commercial,commercial,commercial,commercial,ADJ,True,False
interests,interests,interest,interest,NOUN,True,False
in,in,in,in,ADP,True,True
collusion,collusion,collusion,collusion,NOUN,True,False
with,with,with,with,ADP,True,True
governments,governments,government,government,NOUN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
emphasized,emphasized,emphasize,emphasize,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
that,that,that,that,SCONJ,True,True
this,this,this,this,DET,True,True
is,is,be,be,AUX,True,True
ﬁin,ﬁin,ﬁin,ﬁin,PROPN,True,False
stark,stark,stark,stark,ADJ,True,False
contrast,contrast,contrast,contrast,NOUN,True,False
to,to,to,to,ADP,True,True
Article,article,Article,article,PROPN,True,False
26,26,26,26,NUM,False,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Declaration,declaration,Declaration,declaration,PROPN,True,False
on,on,on,on,ADP,True,True
the,the,the,the,DET,True,True
Rights,rights,Rights,rights,PROPN,True,False
of,of,of,of,ADP,True,True
Indigenous,indigenous,Indigenous,indigenous,PROPN,True,False
People,people,People,people,NOUN,True,False
adopted,adopted,adopt,adopt,VERB,True,False
by,by,by,by,ADP,True,True
the,the,the,the,DET,True,True
General,general,General,general,PROPN,True,False
Assembly,assembly,Assembly,assembly,PROPN,True,False
in,in,in,in,ADP,True,True
2007,2007,2007,2007,NUM,False,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
recognizes,recognizes,recognize,recognize,VERB,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
™,™,™,™,PROPN,False,False
inalienable,inalienable,inalienable,inalienable,ADJ,True,False
collective,collective,collective,collective,ADJ,True,False
right,right,right,right,NOUN,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
ownership,ownership,ownership,ownership,NOUN,True,False
",",",",",",",",PUNCT,False,False
development,development,development,development,NOUN,True,False
",",",",",",",",PUNCT,False,False
use,use,use,use,NOUN,True,False
and,and,and,and,CCONJ,True,True
control,control,control,control,NOUN,True,False
of,of,of,of,ADP,True,True
lands,lands,land,land,NOUN,True,False
",",",",",",",",PUNCT,False,False
territories,territories,territory,territory,NOUN,True,False
and,and,and,and,CCONJ,True,True
resources.ﬂ9,resources.ﬂ9,resources.ﬂ9,resources.ﬂ9,NOUN,False,False
On,on,on,on,ADP,True,True
a,a,a,a,DET,True,True
more,more,more,more,ADV,True,True
positive,positive,positive,positive,ADJ,True,False
note,note,note,note,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
Thailand,thailand,Thailand,thailand,PROPN,True,False
",",",",",",",",PUNCT,False,False
for,for,for,for,ADP,True,True
example,example,example,example,NOUN,True,False
",",",",",",",",PUNCT,False,False
is,is,be,be,AUX,True,True
now,now,now,now,ADV,True,True
taking,taking,take,take,VERB,True,False
a,a,a,a,DET,True,True
more,more,more,more,ADV,True,True
local,local,local,local,ADJ,True,False
/,/,/,/,SYM,False,False
regional,regional,regional,regional,ADJ,True,False
approach,approach,approach,approach,NOUN,True,False
rather,rather,rather,rather,ADV,True,True
than,than,than,than,SCONJ,True,True
a,a,a,a,DET,True,True
top,top,top,top,ADJ,True,True
down,down,down,down,ADJ,True,True
attitude,attitude,attitude,attitude,NOUN,True,False
to,to,to,to,ADP,True,True
combat,combat,combat,combat,NOUN,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
in,in,in,in,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
management,management,management,management,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Phupan,phupan,Phupan,phupan,PROPN,True,False
National,national,National,national,PROPN,True,False
Park,park,Park,park,PROPN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
was,was,be,be,AUX,True,True
previously,previously,previously,previously,ADV,True,False
under,under,under,under,ADP,True,True
the,the,the,the,DET,True,True
management,management,management,management,NOUN,True,False
of,of,of,of,ADP,True,True
a,a,a,a,DET,True,True
Thai,thai,Thai,thai,PROPN,True,False
Community,community,Community,community,PROPN,True,False
Forestry,forestry,Forestry,forestry,PROPN,True,False
Division,division,Division,division,PROPN,True,False
and,and,and,and,CCONJ,True,True
is,is,be,be,AUX,True,True
mentioned,mentioned,mention,mention,VERB,True,False
as,as,as,as,SCONJ,True,True
having,having,have,have,VERB,True,False
been,been,be,be,AUX,True,True
a,a,a,a,DET,True,True
site,site,site,site,NOUN,True,False
of,of,of,of,ADP,True,True
constant,constant,constant,constant,ADJ,True,False
conflict,conflict,conflict,conflict,NOUN,True,False
",",",",",",",",PUNCT,False,False
is,is,be,be,AUX,True,True
now,now,now,now,ADV,True,True
managed,managed,manage,manage,VERB,True,False
by,by,by,by,ADP,True,True
Udon,udon,Udon,udon,PROPN,True,False
Thani,thani,Thani,thani,PROPN,True,False
Forestry,forestry,Forestry,forestry,PROPN,True,False
Region,region,Region,region,PROPN,True,False
Office,office,Office,office,PROPN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
works,works,work,work,VERB,True,False
more,more,more,more,ADV,True,True
closely,closely,closely,closely,ADV,True,False
with,with,with,with,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
rights,rights,right,right,NOUN,True,False
holders,holders,holder,holder,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Conclusion,conclusion,Conclusion,conclusion,PROPN,True,False
 , , , ,SPACE,False,False
Overall,overall,Overall,overall,PROPN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
goal,goal,goal,goal,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
2008,2008,2008,2008,NUM,False,False
HD,hd,HD,hd,PROPN,True,False
Regional,regional,Regional,regional,PROPN,True,False
Report,report,Report,report,PROPN,True,False
is,is,be,be,AUX,True,True
to,to,to,to,PART,True,True
show,show,show,show,VERB,True,True
how,how,how,how,ADV,True,True
corruption,corruption,corruption,corruption,NOUN,True,False
undermines,undermines,undermine,undermine,VERB,True,False
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
efforts,efforts,effort,effort,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Asia,asia,Asia,asia,PROPN,True,False
Pacific,pacific,Pacific,pacific,PROPN,True,False
region,region,region,region,NOUN,True,False
.,.,.,.,PUNCT,False,False
In,in,in,in,ADP,True,True
terms,terms,term,term,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
development,development,development,development,NOUN,True,False
situation,situation,situation,situation,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
indicates,indicates,indicate,indicate,VERB,True,False
how,how,how,how,ADV,True,True
corruption,corruption,corruption,corruption,NOUN,True,False
is,is,be,be,AUX,True,True
one,one,one,one,NUM,True,True
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
major,major,major,major,ADJ,True,False
causes,causes,cause,cause,NOUN,True,False
of,of,of,of,ADP,True,True
prevailing,prevailing,prevail,prevail,VERB,True,False
challenges,challenges,challenge,challenge,NOUN,True,False
faced,faced,face,face,VERB,True,False
by,by,by,by,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
in,in,in,in,ADP,True,True
this,this,this,this,DET,True,True
region,region,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
context,context,context,context,NOUN,True,False
of,of,of,of,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
management,management,management,management,NOUN,True,False
",",",",",",",",PUNCT,False,False
as,as,as,as,SCONJ,True,True
expropriation,expropriation,expropriation,expropriation,NOUN,True,False
and,and,and,and,CCONJ,True,True
exhaustion,exhaustion,exhaustion,exhaustion,NOUN,True,False
of,of,of,of,ADP,True,True
resources,resources,resource,resource,NOUN,True,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
forests,forests,forest,forest,NOUN,True,False
and,and,and,and,CCONJ,True,True
fishing,fishing,fishing,fishing,NOUN,True,False
grounds,grounds,ground,ground,NOUN,True,False
are,are,be,be,AUX,True,True
most,most,most,most,ADV,True,True
damaging,damaging,damaging,damaging,ADJ,True,False
to,to,to,to,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
communities,communities,community,community,NOUN,True,False
that,that,that,that,PRON,True,True
depend,depend,depend,depend,VERB,True,False
on,on,on,on,ADP,True,True
these,these,these,these,DET,True,True
resources.10,resources.10,resources.10,resources.10,PUNCT,False,False
In,in,in,in,ADP,True,True
order,order,order,order,NOUN,True,False
to,to,to,to,PART,True,True
combat,combat,combat,combat,VERB,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
proposes,proposes,propose,propose,VERB,True,False
a,a,a,a,DET,True,True
seven,seven,seven,seven,NUM,True,False
-,-,-,-,PUNCT,False,False
point,point,point,point,NOUN,True,False
",",",",",",",",PUNCT,False,False
action,action,action,action,NOUN,True,False
-,-,-,-,PUNCT,False,False
oriented,oriented,orient,orient,VERB,True,False
agenda,agenda,agenda,agenda,NOUN,True,False
to,to,to,to,ADP,True,True
better,better,well,well,ADJ,True,False
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
conditions,conditions,condition,condition,NOUN,True,False
",",",",",",",",PUNCT,False,False
including,including,include,include,VERB,True,False
case,case,case,case,NOUN,True,False
studies,studies,study,study,NOUN,True,False
of,of,of,of,ADP,True,True
successful,successful,successful,successful,ADJ,True,False
ongoing,ongoing,ongoing,ongoing,ADJ,True,False
efforts,efforts,effort,effort,NOUN,True,False
from,from,from,from,ADP,True,True
various,various,various,various,ADJ,True,True
countries,countries,country,country,NOUN,True,False
to,to,to,to,PART,True,True
target,target,target,target,VERB,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
also,also,also,also,ADV,True,True
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
decentralization,decentralization,decentralization,decentralization,NOUN,True,False
is,is,be,be,AUX,True,True
key,key,key,key,ADJ,True,False
to,to,to,to,ADP,True,True
combating,combating,combat,combat,VERB,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
and,and,and,and,CCONJ,True,True
bribery,bribery,bribery,bribery,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
recommends,recommends,recommend,recommend,VERB,True,False
increased,increased,increase,increase,VERB,True,False
participation,participation,participation,participation,NOUN,True,False
from,from,from,from,ADP,True,True
the,the,the,the,DET,True,True
public,public,public,public,NOUN,True,False
in,in,in,in,ADP,True,True
all,all,all,all,DET,True,True
aspects,aspects,aspect,aspect,NOUN,True,False
of,of,of,of,ADP,True,True
decision,decision,decision,decision,NOUN,True,False
making,making,make,make,VERB,True,False
that,that,that,that,PRON,True,True
affect,affect,affect,affect,VERB,True,False
their,their,-PRON-,-pron-,PRON,True,True
lives,lives,life,life,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
