text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
maternal,maternal,maternal,maternal,ADJ,True,False
mortality,mortality,mortality,mortality,NOUN,True,False
rate,rate,rate,rate,NOUN,True,False
than,than,than,than,SCONJ,True,True
those,those,those,those,DET,True,True
living,living,live,live,VERB,True,False
in,in,in,in,ADP,True,True
more,more,more,more,ADJ,True,True
affluent,affluent,affluent,affluent,ADJ,True,False
areas,areas,area,area,NOUN,True,False
in,in,in,in,ADP,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
acknowledges,acknowledges,acknowledge,acknowledge,VERB,True,False
Kenya,kenya,Kenya,kenya,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
poor,poor,poor,poor,ADJ,True,False
and,and,and,and,CCONJ,True,True
declining,declining,decline,decline,VERB,True,False
performance,performance,performance,performance,NOUN,True,False
in,in,in,in,ADP,True,True
maternal,maternal,maternal,maternal,ADJ,True,False
health,health,health,health,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
it,it,-PRON-,-pron-,PRON,True,True
specifically,specifically,specifically,specifically,ADV,True,False
mentions,mentions,mention,mention,VERB,True,False
what,what,what,what,PRON,True,True
changes,changes,change,change,NOUN,True,False
are,are,be,be,AUX,True,True
needed,needed,need,need,VERB,True,False
to,to,to,to,PART,True,True
reduce,reduce,reduce,reduce,VERB,True,False
maternal,maternal,maternal,maternal,ADJ,True,False
mortality,mortality,mortality,mortality,NOUN,True,False
in,in,in,in,ADP,True,True
order,order,order,order,NOUN,True,False
to,to,to,to,PART,True,True
achieve,achieve,achieve,achieve,VERB,True,False
MDG,mdg,MDG,mdg,PROPN,True,False
targets,targets,target,target,NOUN,True,False
.,.,.,.,PUNCT,False,False
Poverty,poverty,Poverty,poverty,PROPN,True,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
indicates,indicates,indicate,indicate,VERB,True,False
that,that,that,that,SCONJ,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
",",",",",",",",PUNCT,False,False
despite,despite,despite,despite,SCONJ,True,False
best,best,good,good,ADJ,True,False
intentions,intentions,intention,intention,NOUN,True,False
",",",",",",",",PUNCT,False,False
still,still,still,still,ADV,True,True
struggles,struggles,struggle,struggle,VERB,True,False
to,to,to,to,PART,True,True
meet,meet,meet,meet,VERB,True,False
MDG,mdg,MDG,mdg,PROPN,True,False
targets,targets,target,target,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
in,in,in,in,ADP,True,True
eradicating,eradicating,eradicate,eradicate,VERB,True,False
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
and,and,and,and,CCONJ,True,True
hunger,hunger,hunger,hunger,NOUN,True,False
.,.,.,.,PUNCT,False,False
Vulnerability,vulnerability,vulnerability,vulnerability,NOUN,True,False
to,to,to,to,ADP,True,True
food,food,food,food,NOUN,True,False
insecurity,insecurity,insecurity,insecurity,NOUN,True,False
has,has,have,have,AUX,True,True
been,been,be,be,AUX,True,True
persistent,persistent,persistent,persistent,ADJ,True,False
in,in,in,in,ADP,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
",",",",",",",",PUNCT,False,False
but,but,but,but,CCONJ,True,True
the,the,the,the,DET,True,True
food,food,food,food,NOUN,True,False
problem,problem,problem,problem,NOUN,True,False
is,is,be,be,AUX,True,True
described,described,describe,describe,VERB,True,False
as,as,as,as,SCONJ,True,True
mainly,mainly,mainly,mainly,ADV,True,False
transitory,transitory,transitory,transitory,ADJ,True,False
in,in,in,in,ADP,True,True
natureŠperiodic,naturešperiodic,naturešperiodic,naturešperiodic,ADJ,True,False
droughts,droughts,drought,drought,NOUN,True,False
",",",",",",",",PUNCT,False,False
institutional,institutional,institutional,institutional,ADJ,True,False
failures,failures,failure,failure,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
poor,poor,poor,poor,ADJ,True,False
policies,policies,policy,policy,NOUN,True,False
cause,cause,cause,cause,VERB,True,False
food,food,food,food,NOUN,True,False
crop,crop,crop,crop,NOUN,True,False
and,and,and,and,CCONJ,True,True
livestock,livestock,livestock,livestock,NOUN,True,False
production,production,production,production,NOUN,True,False
to,to,to,to,PART,True,True
decline,decline,decline,decline,VERB,True,False
",",",",",",",",PUNCT,False,False
forcing,forcing,force,force,VERB,True,False
the,the,the,the,DET,True,True
country,country,country,country,NOUN,True,False
to,to,to,to,PART,True,True
import,import,import,import,VERB,True,False
substantial,substantial,substantial,substantial,ADJ,True,False
foodstuffs,foodstuffs,foodstuff,foodstuff,NOUN,True,False
.,.,.,.,PUNCT,False,False
Poverty,poverty,poverty,poverty,NOUN,True,False
rates,rates,rate,rate,NOUN,True,False
show,show,show,show,VERB,True,True
considerable,considerable,considerable,considerable,ADJ,True,False
disparities,disparities,disparity,disparity,NOUN,True,False
between,between,between,between,ADP,True,True
regions,regions,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
with,with,with,with,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
levels,levels,level,level,NOUN,True,False
and,and,and,and,CCONJ,True,True
food,food,food,food,NOUN,True,False
insecurity,insecurity,insecurity,insecurity,NOUN,True,False
highest,highest,highest,highest,ADV,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
ASALs,asals,asal,asal,NOUN,True,False
",",",",",",",",PUNCT,False,False
areas,areas,area,area,NOUN,True,False
with,with,with,with,ADP,True,True
large,large,large,large,ADJ,True,False
populations,populations,population,population,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
while,while,while,while,SCONJ,True,True
food,food,food,food,NOUN,True,False
crisis,crisis,crisis,crisis,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
ASAL,asal,ASAL,asal,PROPN,True,False
areas,areas,area,area,NOUN,True,False
has,has,have,have,AUX,True,True
been,been,be,be,AUX,True,True
attributed,attributed,attribute,attribute,VERB,True,False
to,to,to,to,ADP,True,True
climatic,climatic,climatic,climatic,ADJ,True,False
and,and,and,and,CCONJ,True,True
environmental,environmental,environmental,environmental,ADJ,True,False
conditions,conditions,condition,condition,NOUN,True,False
",",",",",",",",PUNCT,False,False
other,other,other,other,ADJ,True,True
important,important,important,important,ADJ,True,False
factors,factors,factor,factor,NOUN,True,False
include,include,include,include,VERB,True,False
limited,limited,limited,limited,ADJ,True,False
alternative,alternative,alternative,alternative,ADJ,True,False
sources,sources,source,source,NOUN,True,False
of,of,of,of,ADP,True,True
income,income,income,income,NOUN,True,False
",",",",",",",",PUNCT,False,False
exploitative,exploitative,exploitative,exploitative,ADJ,True,False
cereal,cereal,cereal,cereal,NOUN,True,False
marketing,marketing,marketing,marketing,NOUN,True,False
channels,channels,channel,channel,NOUN,True,False
",",",",",",",",PUNCT,False,False
unavailability,unavailability,unavailability,unavailability,NOUN,True,False
of,of,of,of,ADP,True,True
drought,drought,drought,drought,NOUN,True,False
and,and,and,and,CCONJ,True,True
disease,disease,disease,disease,NOUN,True,False
resistant,resistant,resistant,resistant,ADJ,True,False
crop,crop,crop,crop,NOUN,True,False
varieties,varieties,variety,variety,NOUN,True,False
",",",",",",",",PUNCT,False,False
low,low,low,low,ADJ,True,False
/,/,/,/,SYM,False,False
limited,limited,limited,limited,ADJ,True,False
crop,crop,crop,crop,NOUN,True,False
diversification,diversification,diversification,diversification,NOUN,True,False
",",",",",",",",PUNCT,False,False
poor,poor,poor,poor,ADJ,True,False
storage,storage,storage,storage,NOUN,True,False
methods,methods,method,method,NOUN,True,False
",",",",",",",",PUNCT,False,False
lack,lack,lack,lack,NOUN,True,False
of,of,of,of,ADP,True,True
credit,credit,credit,credit,NOUN,True,False
services,services,service,service,NOUN,True,False
",",",",",",",",PUNCT,False,False
illiteracy,illiteracy,illiteracy,illiteracy,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
shows,shows,show,show,VERB,True,False
that,that,that,that,SCONJ,True,True
measures,measures,measure,measure,NOUN,True,False
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
put,put,put,put,VERB,True,True
in,in,in,in,ADP,True,True
place,place,place,place,NOUN,True,False
to,to,to,to,PART,True,True
deal,deal,deal,deal,VERB,True,False
with,with,with,with,ADP,True,True
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
in,in,in,in,ADP,True,True
those,those,those,those,DET,True,True
areas,areas,area,area,NOUN,True,False
most,most,most,most,ADV,True,True
affected,affected,affect,affect,VERB,True,False
.,.,.,.,PUNCT,False,False
These,these,these,these,DET,True,True
include,include,include,include,VERB,True,False
the,the,the,the,DET,True,True
establishment,establishment,establishment,establishment,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Arid,arid,Arid,arid,PROPN,True,False
Resource,resource,Resource,resource,PROPN,True,False
Management,management,Management,management,PROPN,True,False
Programme,programme,Programme,programme,PROPN,True,False
(,(,(,(,PUNCT,False,False
ALRMP,alrmp,ALRMP,alrmp,PROPN,True,False
),),),),PUNCT,False,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
monitors,monitors,monitor,monitor,VERB,True,False
the,the,the,the,DET,True,True
food,food,food,food,NOUN,True,False
security,security,security,security,NOUN,True,False
situation,situation,situation,situation,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
arid,arid,arid,arid,ADJ,True,False
areas,areas,area,area,NOUN,True,False
.,.,.,.,PUNCT,False,False
In,in,in,in,ADP,True,True
collaboration,collaboration,collaboration,collaboration,NOUN,True,False
with,with,with,with,ADP,True,True
other,other,other,other,ADJ,True,True
institutions,institutions,institution,institution,NOUN,True,False
they,they,-PRON-,-pron-,PRON,True,True
provide,provide,provide,provide,VERB,True,False
early,early,early,early,ADJ,True,False
warnings,warnings,warning,warning,NOUN,True,False
of,of,of,of,ADP,True,True
food,food,food,food,NOUN,True,False
shortages,shortages,shortage,shortage,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
country,country,country,country,NOUN,True,False
.,.,.,.,PUNCT,False,False
Sadly,sadly,sadly,sadly,ADV,True,False
",",",",",",",",PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
these,these,these,these,DET,True,True
efforts,efforts,effort,effort,NOUN,True,False
are,are,be,be,AUX,True,True
usually,usually,usually,usually,ADV,True,False
inadequate,inadequate,inadequate,inadequate,ADJ,True,False
",",",",",",",",PUNCT,False,False
according,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Early,early,Early,early,PROPN,True,False
Warning,warning,Warning,warning,PROPN,True,False
System,system,System,system,PROPN,True,False
Network,network,Network,network,PROPN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
is,is,be,be,AUX,True,True
the,the,the,the,DET,True,True
Government,government,Government,government,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
response,response,response,response,NOUN,True,False
to,to,to,to,ADP,True,True
food,food,food,food,NOUN,True,False
emergency,emergency,emergency,emergency,NOUN,True,False
situations,situations,situation,situation,NOUN,True,False
.,.,.,.,PUNCT,False,False
On,on,on,on,ADP,True,True
a,a,a,a,DET,True,True
positive,positive,positive,positive,ADJ,True,False
note,note,note,note,NOUN,True,False
",",",",",",",",PUNCT,False,False
it,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
worth,worth,worth,worth,ADJ,True,False
mentioning,mentioning,mention,mention,VERB,True,False
that,that,that,that,SCONJ,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
has,has,have,have,AUX,True,True
undertaken,undertaken,undertake,undertake,VERB,True,False
a,a,a,a,DET,True,True
school,school,school,school,NOUN,True,False
-,-,-,-,PUNCT,False,False
feeding,feeding,feed,feed,VERB,True,False
programme,programme,programme,programme,NOUN,True,False
for,for,for,for,ADP,True,True
primary,primary,primary,primary,ADJ,True,False
schools,schools,school,school,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
ASALs,asals,asal,asal,NOUN,True,False
to,to,to,to,PART,True,True
supplement,supplement,supplement,supplement,VERB,True,False
dietary,dietary,dietary,dietary,ADJ,True,False
needs,needs,need,need,NOUN,True,False
over,over,over,over,ADP,True,True
the,the,the,the,DET,True,True
years,years,year,year,NOUN,True,False
.,.,.,.,PUNCT,False,False
During,during,during,during,ADP,True,True
a,a,a,a,DET,True,True
recent,recent,recent,recent,ADJ,True,False
drought,drought,drought,drought,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Government,government,Government,government,PROPN,True,False
also,also,also,also,ADV,True,True
extended,extended,extend,extend,VERB,True,False
the,the,the,the,DET,True,True
programme,programme,programme,programme,NOUN,True,False
to,to,to,to,ADP,True,True
secondary,secondary,secondary,secondary,ADJ,True,False
schools,schools,school,school,NOUN,True,False
that,that,that,that,PRON,True,True
were,were,be,be,AUX,True,True
hard,hard,hard,hard,ADV,True,False
hit,hit,hit,hit,VERB,True,False
by,by,by,by,ADP,True,True
the,the,the,the,DET,True,True
situation,situation,situation,situation,NOUN,True,False
.,.,.,.,PUNCT,False,False
This,this,this,this,DET,True,True
intervention,intervention,intervention,intervention,NOUN,True,False
has,has,have,have,AUX,True,True
ensured,ensured,ensure,ensure,VERB,True,False
that,that,that,that,SCONJ,True,True
students,students,student,student,NOUN,True,False
remain,remain,remain,remain,VERB,True,False
in,in,in,in,ADP,True,True
school,school,school,school,NOUN,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
as,as,as,as,SCONJ,True,True
increase,increase,increase,increase,VERB,True,False
enrollment,enrollment,enrollment,enrollment,NOUN,True,False
for,for,for,for,ADP,True,True
those,those,those,those,DET,True,True
who,who,who,who,PRON,True,True
have,have,have,have,AUX,True,True
attained,attained,attain,attain,VERB,True,False
the,the,the,the,DET,True,True
school,school,school,school,NOUN,True,False
-,-,-,-,PUNCT,False,False
going,going,go,go,VERB,True,False
age,age,age,age,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
Conclusion,conclusion,Conclusion,conclusion,PROPN,True,False
The,the,the,the,DET,True,True
2006,2006,2006,2006,NUM,False,False
HDR,hdr,HDR,hdr,PROPN,True,False
from,from,from,from,ADP,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
provides,provides,provide,provide,VERB,True,False
a,a,a,a,DET,True,True
thorough,thorough,thorough,thorough,ADJ,True,False
and,and,and,and,CCONJ,True,True
in,in,in,in,ADP,True,True
depth,depth,depth,depth,NOUN,True,False
review,review,review,review,NOUN,True,False
of,of,of,of,ADP,True,True
each,each,each,each,DET,True,True
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
key,key,key,key,ADJ,True,False
challenges,challenges,challenge,challenge,NOUN,True,False
the,the,the,the,DET,True,True
country,country,country,country,NOUN,True,False
faces,faces,face,face,NOUN,True,False
in,in,in,in,ADP,True,True
order,order,order,order,NOUN,True,False
to,to,to,to,PART,True,True
achieve,achieve,achieve,achieve,VERB,True,False
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
goals,goals,goal,goal,NOUN,True,False
and,and,and,and,CCONJ,True,True
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
major,major,major,major,ADJ,True,False
efforts,efforts,effort,effort,NOUN,True,False
in,in,in,in,ADP,True,True
increasing,increasing,increase,increase,VERB,True,False
human,human,human,human,ADJ,True,False
security,security,security,security,NOUN,True,False
are,are,be,be,AUX,True,True
required,required,require,require,VERB,True,False
to,to,to,to,PART,True,True
combat,combat,combat,combat,VERB,True,False
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
and,and,and,and,CCONJ,True,True
meet,meet,meet,meet,VERB,True,False
MDG,mdg,MDG,mdg,PROPN,True,False
targets,targets,target,target,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
stops,stops,stop,stop,VERB,True,False
short,short,short,short,ADV,True,False
of,of,of,of,ADP,True,True
making,making,make,make,VERB,True,False
any,any,any,any,DET,True,True
direct,direct,direct,direct,ADJ,True,False
mention,mention,mention,mention,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
current,current,current,current,ADJ,True,False
state,state,state,state,NOUN,True,False
of,of,of,of,ADP,True,True
development,development,development,development,NOUN,True,False
of,of,of,of,ADP,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
and,and,and,and,CCONJ,True,True
communities,communities,community,community,NOUN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
does,does,do,do,AUX,True,True
",",",",",",",",PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
provide,provide,provide,provide,VERB,True,False
disaggregated,disaggregated,disaggregate,disaggregate,VERB,True,False
data,data,datum,datum,NOUN,True,False
by,by,by,by,ADP,True,True
region,region,region,region,NOUN,True,False
in,in,in,in,ADP,True,True
an,an,an,an,DET,True,True
effort,effort,effort,effort,NOUN,True,False
to,to,to,to,PART,True,True
describe,describe,describe,describe,VERB,True,False
the,the,the,the,DET,True,True
level,level,level,level,NOUN,True,False
of,of,of,of,ADP,True,True
development,development,development,development,NOUN,True,False
in,in,in,in,ADP,True,True
different,different,different,different,ADJ,True,False
parts,parts,part,part,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
country,country,country,country,NOUN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
thus,thus,thus,thus,ADV,True,True
possible,possible,possible,possible,ADJ,True,False
to,to,to,to,PART,True,True
derive,derive,derive,derive,VERB,True,False
a,a,a,a,DET,True,True
broad,broad,broad,broad,ADJ,True,False
picture,picture,picture,picture,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
state,state,state,state,NOUN,True,False
of,of,of,of,ADP,True,True
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
in,in,in,in,ADP,True,True
Kenya,kenya,Kenya,kenya,PROPN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
also,also,also,also,ADV,True,True
encouraging,encouraging,encouraging,encouraging,ADJ,True,False
to,to,to,to,PART,True,True
see,see,see,see,VERB,True,True
that,that,that,that,SCONJ,True,True
measures,measures,measure,measure,NOUN,True,False
are,are,be,be,AUX,True,True
being,being,be,be,AUX,True,True
taken,taken,take,take,VERB,True,False
to,to,to,to,PART,True,True
address,address,address,address,VERB,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
",",",",",",",",PUNCT,False,False
health,health,health,health,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
security,security,security,security,NOUN,True,False
issues,issues,issue,issue,NOUN,True,False
in,in,in,in,ADP,True,True
those,those,those,those,DET,True,True
areas,areas,area,area,NOUN,True,False
with,with,with,with,ADP,True,True
large,large,large,large,ADJ,True,False
populations,populations,population,population,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
